rt_dose_gy,n_fractions,n,dmean_std_gy,dmean_min_gy,dmean_max_gy,tcp_dvh_feasible
60.0,30.0,120,0.279235828295298,59.34550094604492,61.83676528930664,False
40.05,15.0,61,0.08270631206473596,39.86159896850586,40.36225509643555,False
